번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
515,관광펜션업,03_11_02_P,4351000,CDFI3261092008000001,2008-04-29,,01,영업/정상,13,영업중,,,,,033-673-1442,,,강원특별자치도 양양군 현북면 중광정리 121-4,강원특별자치도 양양군 현북면 동해대로 1579-25,25046,바다에서 떠오르는 해(별관),2019-07-21 14:27,I,2023-06-13 0:00,,350105.7367,504028.3952,관광펜션업,,,3,,,,,3,0,0,0,,,0,0,,0,0,,0,602.97,,0,,,,,,,0,,,,603
516,관광펜션업,03_11_02_P,4351000,CDFI3261092010000002,2010-08-10,,01,영업/정상,13,영업중,,,,,033-672-7090,,,강원특별자치도 양양군 현북면 하광정리 638-5,강원특별자치도 양양군 현북면 하조대2길 48-9,25047,골든베이,2021-12-29 9:44,I,2023-06-13 0:00,,351407.237,503444.8987,관광펜션업,,,3,기타,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,2935.12,,0,,,,,,,0,,,,2935
517,관광펜션업,03_11_02_P,4351000,CDFI3261092011000001,2011-05-27,,01,영업/정상,13,영업중,,,,,033-671-8383,,,강원특별자치도 양양군 강현면 회룡리 347,,25005,우드힐,2019-07-21 14:30,I,2023-06-13 0:00,,337556.1014,515555.5646,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,570000000,,,,0
518,관광펜션업,03_11_02_P,4351000,CDFI3261092011000003,2011-09-16,,01,영업/정상,13,영업중,,,,,033-673-1253,,,강원특별자치도 양양군 서면 내현리 30-14,강원특별자치도 양양군 서면 남대천로 917-12,25038,지중해 풀빌라,2019-07-21 14:22,I,2023-06-13 0:00,,342145.1971,502862.6549,관광펜션업,,,2,,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,2224,,0,,,,,,,1500000000,,,,2224
519,관광펜션업,03_11_02_P,4351000,CDFI3261092012000001,2012-04-04,,01,영업/정상,13,영업중,,,,,033-671-8494,,215-851,강원특별자치도 양양군 강현면 하복리 491,강원특별자치도 양양군 강현면 복골길 126-1,25005,리틀포레스트,2021-12-27 16:19,I,2023-06-13 0:00,,338072.2252,516996.6191,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
520,관광펜션업,03_11_02_P,4351000,CDFI3261092013000001,2013-05-28,,01,영업/정상,13,영업중,,,,,0336722525,,215-853,강원특별자치도 양양군 강현면 물갑리 254-5,강원특별자치도 양양군 강현면 진미로 510-36,25006,몬띠,2023-09-21 13:21,U,2023-09-23 2:40,,337664.8518,514076.474,관광펜션업,,관리지역,3,기타,,,근린생활시설,3,1,0,0,,,0,0,,0,0,,0,467.03,,0,,,,,,,0,,,,467
521,관광펜션업,03_11_02_P,4351000,CDFI3261092017000001,2017-04-17,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 손양면 수산리 6,강원특별자치도 양양군 손양면 문화마을길 6,25042,요트랑,2017-04-17 14:32,I,2023-06-13 0:00,,346712.0435,509250.6707,관광펜션업,,,3,,,,,3,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,3000000000,,,,0
522,관광펜션업,03_11_02_P,4351000,CDFI3261092018000001,2018-01-16,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 양양읍 거마리 356,강원특별자치도 양양군 양양읍 거마천로 350-57,25011,스테이비욘드,2018-01-16 9:44,I,2023-06-13 0:00,,339412.2613,511376.6676,관광펜션업,,관리지역,1,주택가주변,,,단독주택,1,0,0,0,,,0,0,,0,0,,0,229.86,,0,,,,,,,0,,,,230
523,관광펜션업,03_11_02_P,4351000,CDFI3261092019000001,2019-11-27,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 손양면 동호리 1-20,강원특별자치도 양양군 손양면 선사유적로 316-54,25042,트리플펜션&글램핑,2019-11-27 13:49,I,2023-06-13 0:00,,347857.2473,507106.4294,관광펜션업,,보전녹지지역,2,기타,,,숙박시설,2,0,0,0,Triple Pension&Glamping,Tourism Pension,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
524,관광펜션업,03_11_02_P,4351000,CDFI3261092020000001,2020-01-10,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 현남면 죽리 216-1,강원특별자치도 양양군 현남면 북죽로 233,25054,아름다운 펜션,2020-01-10 13:29,I,2023-06-13 0:00,,353586.6672,497937.3467,관광펜션업,,자연녹지지역,2,,,한화손해보험,단독주택,2,0,0,0,BEAUTIFUL HOUSE,Tourism Pension,0,0,,0,0,,0,194.23,,0,,,,,,,400000000,,,,194
525,관광펜션업,03_11_02_P,4351000,CDFI3261092020000002,2020-07-30,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 현북면 하광정리 596-7,강원특별자치도 양양군 현북면 하조대해안길 77,25047,탄비치,2020-07-31 10:40,I,2023-06-13 0:00,,351007.2831,503892.5997,관광펜션업,,관리지역,3,기타,,,,3,0,0,0,TANN BEACH,TOURISM PENSION,0,0,,0,0,,0,704.11,,0,,,,,,,0,,,,704
526,관광펜션업,03_11_02_P,4351000,CDFI3261092022000001,2022-02-11,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 손양면 상왕도리 742,강원특별자치도 양양군 손양면 남대천로 251-117,25044,발렌타인,2022-02-11 17:42,I,2023-06-13 0:00,,341694.2416,506007.752,관광펜션업,,관리지역,2,주택가주변,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,167,,0,,,,,,,100000000,,,,167
527,관광펜션업,03_11_02_P,4351000,CDFI3261092022000002,2022-06-27,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 현남면 임호정리 71-7,강원특별자치도 양양군 현남면 임호정길 110-38,25058,스테이다정,2022-06-27 9:06,I,2023-06-13 0:00,,357386.2758,492198.4412,관광펜션업,,,1,,,,,1,0,0,0,,,0,0,,0,0,,0,109.41,,0,,,,,,,0,,,,109
528,관광펜션업,03_11_02_P,4351000,CDFI3261092023000001,2023-05-12,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 현남면 임호정리 71,강원특별자치도 양양군 현남면 임호정길 110-40,25058,해담은,2023-05-12 17:59,I,2023-06-13 0:00,,357383.7254,492174.8422,관광펜션업,,,2,,,,,0,0,0,0,,,0,0,,0,0,,0,135.5,,0,,,,,,,0,,,,136
529,관광펜션업,03_11_02_P,4351000,CDFI3261092023000002,2023-06-02,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 양양군 양양읍 월리 371-5,강원특별자치도 양양군 양양읍 남대천로 54-14,25032,양양리버펜션,2023-06-02 10:09,I,2023-06-13 0:00,,341985.6964,508293.1987,관광펜션업,,,1,,,,,0,0,0,0,,,0,0,,0,0,,0,192.8,,0,,,,,,,0,,,,193
530,관광펜션업,03_11_02_P,4860000,CDFI3261092014000001,2014-08-26,,01,영업/정상,13,영업중,,,,,,,,전라남도 곡성군 죽곡면 용정리 219,전라남도 곡성군 죽곡면 대황강로 1397-45,57550,좋은세상리조트 글램핑펜션,2022-07-28 10:16,U,2022-07-30 2:40,,232461.0611,187189.0102,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,,,,
531,관광펜션업,03_11_02_P,4840000,CDFI3261092014000001,2014-08-13,,01,영업/정상,13,영업중,,,,,763-4182,,545-821,전라남도 광양시 옥룡면 동곡리 631번지,전라남도 광양시 옥룡면 묵방길 30-25,57703,백운펜션,2017-10-27 14:25,I,2018-08-31 23:59,,254802.1727,175506.9414,관광펜션업,,관리지역,1,,,,단독주택,1,,,,Baegun Pension,Tourism Pension,,,,,,,,1566,,,,,,,,,4000000000,,,,1566
532,관광펜션업,03_11_02_P,4840000,CDFI3261092017000001,2017-09-14,,01,영업/정상,13,영업중,,,,,,,,전라남도 광양시 옥룡면 동곡리 1233-2번지,전라남도 광양시 옥룡면 신재로 1457,57703,주식회사 필관광하우스,2019-01-10 10:37,U,2019-01-12 2:40,,255120.8567,175632.6212,관광펜션업,,관리지역,4,,,,숙박시설,3,1,,,,,,,,,,,,935.22,,,,,,,,,,,,,935
533,관광펜션업,03_11_02_P,4830000,CDFI3261092016000001,2016-07-25,,01,영업/정상,13,영업중,,,,,061-337-0114,,,전라남도 나주시 남평읍 교원리 464-4,전라남도 나주시 남평읍 방축2길 26-26 (숲속의산책팬션),58228,숲속의 산책,2021-03-08 14:04,U,2021-03-10 2:40,,184985.621,170381.4156,관광펜션업,,관리지역,1,기타,,,숙박시설,1,0,,,,,,,,,,,,370,,,,,,,,,,,,,370
534,관광펜션업,03_11_02_P,4970000,CDFI3261092014000001,2014-08-19,,01,영업/정상,13,영업중,,,,,,,513-893,전라남도 영광군 낙월면 송이리 산 270번지,전라남도 영광군 낙월면 송이길 47-10,57068,송이도친환경가족펜션,2020-01-15 10:59,U,2020-01-17 2:40,,122581.3109,197757.841,관광펜션업,,일반주거지역,1,기타,,,숙박시설,1,0,,,,,,,,,,,,561.04,,,,,,,,,400000000,,,,561
535,관광펜션업,03_11_02_P,4970000,CDFI3261092016000001,2016-05-23,,01,영업/정상,13,영업중,,,,,061-353-4476,,,전라남도 영광군 불갑면 모악리 359번지,전라남도 영광군 불갑면 자비길 51-38,57058,영광힐링컨벤션타운,2019-01-10 16:18,U,2019-01-12 2:40,,157813.1259,189404.5237,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Healing Convention Town,Tourism pension,,,,,,,,2996,,,,,,,,,,,,,2996
536,관광펜션업,03_11_02_P,5000000,CDFI3261092016000001,2016-11-01,,01,영업/정상,13,영업중,,,,,,,,전라남도 진도군 임회면 죽림리 1091-7번지,전라남도 진도군 임회면 진도대로 3688,58944,구름이 쉬어가는 곳,2017-02-27 11:21,I,2018-08-31 23:59,,129574.7848,99111.04943,관광펜션업,,관리지역,1,기타,,,숙박시설,1,,,,,,,,,,,,,,,,,,,,,,,,,,
537,관광펜션업,03_11_02_P,4810000,CDFI3261092012000001,2012-06-14,,01,영업/정상,13,영업중,,,,,,,556-905,전라남도 여수시 돌산읍 평사리 338-5번지,전라남도 여수시 돌산읍 월암길 125,59774,폴링인블루펜션,2020-06-09 18:21,U,2020-06-11 2:40,,271576.16,130355.5961,관광펜션업,,관리지역,3,기타,,,숙박시설,3,,,,,,,,,,,,,581.99,,,,,,,,,910000000,,,,582
538,관광펜션업,03_11_02_P,4870000,CDFI3261092012000001,2012-05-16,,01,영업/정상,13,영업중,,,,,,,542-831,전라남도 구례군 산동면 수기리 244-5번지,전라남도 구례군 산동면 수락길 69,57601,수락폭포 펜션,2012-05-16 15:14,I,2018-08-31 23:59,,241614.2661,205325.0297,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,126.62,,,,,,,,,,,,,127
539,관광펜션업,03_11_02_P,4870000,CDFI3261092012000002,2012-05-23,,01,영업/정상,13,영업중,,,,,,,542-831,전라남도 구례군 산동면 수기리 244-3번지,전라남도 구례군 산동면 수락길 75,57601,자연세계 펜션,2012-05-23 11:34,I,2018-08-31 23:59,,241627.5321,205376.2319,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,142.59,,,,,,,,,,,,,143
540,관광펜션업,03_11_02_P,4870000,CDFI3261092014000001,2014-04-28,,01,영업/정상,13,영업중,,,,,061-783-7878,,542-863,전라남도 구례군 토지면 외곡리 777-5번지,전라남도 구례군 토지면 피아골로 9-1,57623,파파스펜션,2014-04-28 17:13,I,2018-08-31 23:59,,254716.9161,189232.3119,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,관광펜션업,03_11_02_P,4870000,CDFI3261092016000001,2016-03-02,,01,영업/정상,13,영업중,,,,,,,,전라남도 구례군 구례읍 봉서리 2129번지,전라남도 구례군 구례읍 산수동1길 87 (산수농원),57660,지리산휴가관광펜션,2016-03-02 9:33,I,2018-08-31 23:59,,240012.3286,189888.3208,관광펜션업,,,1,,,,단독주택,,,,,Jirisan Huega,Tour Pension,,,,,,,,123,,,,,,,,,500000000,,,,123
542,관광펜션업,03_11_02_P,5010000,CDFI3261092012000001,2012-12-14,,01,영업/정상,13,영업중,,,,,061-271-2330,,535-822,전라남도 신안군 증도면 방축리 415-1번지,전라남도 신안군 증도면 보물섬길 71-14,58807,블루마레펜션,2019-11-11 8:55,U,2019-11-13 2:40,,120228.4974,167137.4301,관광펜션업,,관리지역,1,주택가주변,,,단독주택,1,0,,,,,,,,,,,,215.59,,,,,,,,,500000000,,,,216
543,관광펜션업,03_11_02_P,5010000,CDFI3261092013000002,2013-12-23,,01,영업/정상,13,영업중,,,,,,,535-822,전라남도 신안군 증도면 증동리 1863-1번지,전라남도 신안군 증도면 보물섬길 22-2,58807,아뜰리에,2013-12-23 10:03,I,2018-08-31 23:59,,120734.6945,167456.6597,관광펜션업,,주거지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,119.3,,,,,,,,,,,,,119
544,관광펜션업,03_11_02_P,5010000,CDFI3261092014000001,2014-02-06,,01,영업/정상,13,영업중,,,,,061-275-5400,,,전라남도 신안군 증도면 증동리 1863번지,전라남도 신안군 증도면 보물섬길 22-3,58807,유앤아이,2017-05-12 11:20,I,2018-08-31 23:59,,120753.755,167463.0593,관광펜션업,,일반주거지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,187.1,,,,,,,,,,,,,187
545,관광펜션업,03_11_02_P,5010000,CDFI3261092018000001,2018-06-29,,01,영업/정상,13,영업중,,,,,,,,전라남도 신안군 암태면 기동리 452-2번지,전라남도 신안군 암태면 중부로 1922,58834,새천년펜션,2018-06-29 11:42,I,2018-08-31 23:59,,118708.5715,149169.293,관광펜션업,,관리지역,3,,,,숙박시설,3,,,,,,,,,,,,,484.44,,,,,,,,,,,,,484
546,관광펜션업,03_11_02_P,4930000,CDFI3261092011000001,2011-08-10,,01,영업/정상,13,영업중,,,,,061-532-6331,,,전라남도 해남군 송지면 통호리 588-4번지,전라남도 해남군 송지면 땅끝해안로 2286,59066,땅끝풍경펜션,2017-09-18 17:53,I,2018-08-31 23:59,,158262.5059,90147.58521,관광펜션업,,,,,,,,,,,,,,,,,,,,,203.29,,,,,,,,,,,,,203
547,관광펜션업,03_11_02_P,4930000,CDFI3261092015000002,2015-03-17,,01,영업/정상,13,영업중,,,,,061-534-8856,,,전라남도 해남군 삼산면 구림리 138-32번지,전라남도 해남군 삼산면 대흥사길 88-56,59047,두륜산관광펜션,2016-10-06 11:42,I,2018-08-31 23:59,,165592.4173,110907.3538,관광펜션업,,,,,,,,,,,,,,,,,,,,,448.74,,,,,,,,,,,,,449
548,관광펜션업,03_11_02_P,4930000,CDFI3261092015000003,2015-11-03,,01,영업/정상,13,영업중,,,,,061-534-1730,,,전라남도 해남군 문내면 무고리 1055번지,전라남도 해남군 문내면 증도길 31-42,59003,노을빛바다,2016-10-06 11:46,I,2018-08-31 23:59,,133789.9071,126179.3539,관광펜션업,,,,,,,,,,,,,,,,,,,,,600.04,,,,,,,,,,,,,600
549,관광펜션업,03_11_02_P,4940000,CDFI3261092011000001,2011-12-09,,01,영업/정상,13,영업중,,,,,473-0662,,526-801,전라남도 영암군 영암읍 개신리 319-4번지,전라남도 영암군 영암읍 천황사로 349,58424,월출관광농원 월출콘도,2014-08-26 8:44,I,2018-08-31 23:59,,174976.7694,141720.5934,관광펜션업,,관리지역,3,기타,,,숙박시설,3,,,,,,,,,,,,,868.14,,,,,,,,,400000000,,,,868
550,관광펜션업,03_11_02_P,4940000,CDFI3261092015000001,2015-07-08,,01,영업/정상,13,영업중,,,,,,,526-851,전라남도 영암군 군서면 도갑리 204-1번지,전라남도 영암군 군서면 정자등길 17-10,58434,소풍,2015-12-15 9:24,I,2018-08-31 23:59,,166846.2239,140711.8523,관광펜션업,,준주거지역,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,관광펜션업,03_11_02_P,4910000,CDFI3261092017000001,2017-02-10,,01,영업/정상,13,영업중,,,,,061-863-4727,,,전라남도 장흥군 안양면 비동리 188번지,전라남도 장흥군 안양면 비동동촌길 46,59338,장흥 달바위펜션,2019-05-23 16:15,U,2019-05-25 2:40,,196805.6878,130639.9641,관광펜션업,,관리지역,1,주택가주변,,,단독주택,,,,,,,,,,,,,,120.4,,,,,,,,,1000000,,,,120
552,관광펜션업,03_11_02_P,5430000,CDFI3261092017000002,2017-09-28,,01,영업/정상,13,영업중,,,,,,,,경상남도 남해군 서면 정포리 1028번지,경상남도 남해군 서면 남서대로 2855,52406,코지하우스,2017-09-28 8:40,I,2018-08-31 23:59,,275840.2004,154621.3391,관광펜션업,,,2,,,,단독주택,2,,,,,,,,,,,,,183.31,,,,,,,,,,,,,183
553,관광펜션업,03_11_02_P,4510000,CDFI3261092024000001,2024-01-12,,01,영업/정상,13,영업중,,,,,,,,충청남도 보령시 신흑동 2304-8,충청남도 보령시 고잠2길 8-13 (신흑동),33488,소풍펜션,2024-01-12 17:58,I,2024-01-14 0:16,,156535.43,312402.5,관광펜션업,,,3,,,,숙박시설,0,0,0,0,,,0,0,,0,0,,0,374.7,,0,,,,,,,0,,,,375
554,관광펜션업,03_11_02_P,4251000,CDFI3261092024000001,2024-01-12,,01,영업/정상,13,영업중,,,,,,,,강원특별자치도 홍천군 서석면 수하리 1121-9,강원특별자치도 홍천군 서석면 진여울길 238,25165,원더키즈풀빌라,2024-01-12 10:54,I,2024-01-14 0:16,,303487.0882,472775.7914,관광펜션업,,,2,,,,,0,0,0,0,,,0,0,,0,0,,0,2034.72,,0,,,,,,,0,,,,2035
555,관광펜션업,03_11_02_P,4791000,CDFI3261092018000002,2018-06-19,,01,영업/정상,13,영업중,,,,,063-466-2777,,,전북특별자치도 부안군 변산면 운산리 455-89,"전북특별자치도 부안군 변산면 변산해변로 799-47, 더블힐링펜션 4층",56342,더블힐링펜션,2018-12-24 11:07,I,2024-01-19 1:16,,156120.1396,240987.0311,관광펜션업,,,4,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,2950000130,,,,0
556,관광펜션업,03_11_02_P,4791000,CDFI3261092018000003,2018-08-02,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 대항리 616-3,전북특별자치도 부안군 변산면 변산우회길 3-16,56342,(주)가온리조트,2021-04-06 15:33,I,2024-01-19 1:16,,157504.2983,242127.6221,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,547000000,,,,0
557,관광펜션업,03_11_02_P,4791000,CDFI3261092015000001,2015-06-30,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 격포리 652-8,전북특별자치도 부안군 변산면 격포로 453-8 (453-10),56340,더웨스트 변산리조트,2021-07-07 11:26,I,2024-01-19 1:16,,153265.488,234111.3504,관광펜션업,,관리지역,3,,,,숙박시설,0,0,0,0,,,0,0,,0,0,,0,611.25,,0,,,,,,,0,,,,611
558,관광펜션업,03_11_02_P,4791000,CDFI3261092017000001,2017-06-30,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 도청리 152-2,전북특별자치도 부안군 변산면 변산로 3583,56340,한솔펜션,2017-06-30 8:57,I,2024-01-19 1:16,,155315.7692,231747.146,관광펜션업,,,2,,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,134.08,,0,,,,,,,0,,,,134
559,관광펜션업,03_11_02_P,4791000,CDFI3261092017000002,2017-06-30,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 도청리 110,전북특별자치도 부안군 변산면 변산해변로 146-5 (해변파크),56338,힐링의 바다,2017-06-30 17:34,I,2024-01-19 1:16,,155675.0689,231770.2294,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
560,관광펜션업,03_11_02_P,4791000,CDFI3261092017000003,2017-07-03,,01,영업/정상,13,영업중,,,,,583-0709,,,전북특별자치도 부안군 변산면 격포리 110,전북특별자치도 부안군 변산면 변산해변로 146-5,56338,힐링의 바다,2017-07-03 17:32,I,2024-01-19 1:16,,151446.3863,237675.7648,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
561,관광펜션업,03_11_02_P,4791000,CDFI3261092017000004,2017-07-03,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 도청리 152-2,전북특별자치도 부안군 변산면 변산로 3583,56340,한솔펜션,2017-07-03 17:32,I,2024-01-19 1:16,,155315.7692,231747.146,관광펜션업,,,0,,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,134.08,,0,,,,,,,0,,,,134
562,관광펜션업,03_11_02_P,4791000,CDFI3261092018000001,2018-03-27,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 격포리 124-3 해넘이타운,"전북특별자치도 부안군 변산면 변산해변로 188, 해넘이타운",56338,해넘이타운,2018-03-27 13:47,I,2024-01-19 1:16,,151647.1363,237917.5215,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
563,관광펜션업,03_11_02_P,5330000,CDFI3261092019000005,2019-08-09,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 용남면 삼화리 296-3번지,경상남도 통영시 용남면 남해안대로 205-35,53025,드레피인,2019-12-26 13:51,U,2019-12-28 2:40,,333016.2424,155175.2881,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,관광펜션업,03_11_02_P,5020000,CDFI3261092019000003,2019-09-08,,01,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 장기면 대진리 192-8번지,경상북도 포항시 남구 장기면 동해안로 3952-44,37943,더 헤이븐,2019-09-08 10:57,I,2019-09-10 2:22,,427173.7456,272552.7261,관광펜션업,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,관광펜션업,03_11_02_P,5370000,CDFI3261092019000006,2019-12-16,,01,영업/정상,13,영업중,,,,,,,,경상남도 거제시 동부면 구천리 896-2,경상남도 거제시 동부면 구천1길 25,53332,소금꽃정원,2024-02-16 9:02,U,2024-02-18 2:40,,349230.8987,145063.7108,관광펜션업,,관리지역,0,,,,단독주택,0,0,0,0,,,0,0,,0,0,,0,118.55,,0,,,,,,,0,,,,119
566,관광펜션업,03_11_02_P,5390000,CDFI3261092019000001,2019-10-14,,01,영업/정상,13,영업중,,,,,055-570-2514,,,경상남도 의령군 궁류면 벽계리 453번지 벽계관광지 통나무집,"경상남도 의령군 궁류면 벽계로1길 21, 벽계관광지 통나무집",52115,벽계관광지 통나무집,2019-10-14 10:41,I,2019-10-16 0:22,,310136.3822,214601.2097,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
